Name,EnglishName,NodeType,DataType,NodeLanguage,NodeId
检测3请求参数,station_3_request_params,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测3请求参数
检测1参数已执行,station_1_params_received,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测1参数已执行
检测2参数已执行,station_2_params_received,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测2参数已执行
检测3参数已执行,station_3_params_received,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测3参数已执行
检测1空闲,station_1_ready,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测1空闲
检测2空闲,station_2_ready,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测2空闲
检测3空闲,station_3_ready,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测3空闲
机器人空闲,robot_ready,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|机器人空闲
检测1工艺完成,station_1_process_complete,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测1工艺完成
检测2工艺完成,station_2_process_complete,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测2工艺完成
检测3工艺完成,station_3_process_complete,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测3工艺完成
模式切换,mode_switch,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|模式切换
初始化PC,initialize,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|初始化PC
初始化完成PC,init finished,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|初始化完成PC
手自动切换,manual_auto_switch,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|手自动切换
自动模式PC,auto_mode,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|自动模式PC
自动作业参数已下发,auto_param_downloaded,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|自动作业参数已下发
自动作业参数已执行,auto_param_applied,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|自动作业参数已执行
自动作业等待停止时间,auto_job_stop_delay,VARIABLE,INT16,Chinese,ns=4;s=上位通讯变量|自动作业等待停止时间
检测1开始,station_1_start,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测1开始
检测2开始,station_2_start,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测2开始
检测3开始,station_3_start,VARIABLE,BOOLEAN,Chinese,ns=4;s=上位通讯变量|检测3开始
